"Date","Solar To Home","Solar To Battery","Solar To Grid","Grid To Home","Grid To Battery","Battery To Home","Battery To Grid"
"2024-07-02 10:30","0.42","0","0.11","0.4","0","0.72","0.01"
"2024-07-02 11:00","0.45","0.03","0","0.27","0","0.92","0"
"2024-07-02 11:30","0.24","0.72","0.01","0","0","0","0"
"2024-07-02 12:00","0.24","0.56","0.01","0","0","0","0"
"2024-07-02 12:30","0.36","0.36","0","0","0","0.04","0"
"2024-07-02 13:00","0.27","0.21","0.06","0","0","0","0"
"2024-07-02 13:30","0.2","0","0.66","0","0","0","0"
"2024-07-02 14:00","0.65","0","0.46","0.32","0","0.35","0.01"
"2024-07-02 14:30","0.63","0.67","0.35","0.1","0","0.3","0"
"2024-07-02 15:00","0.28","0.19","0.98","0","0","0","0"
"2024-07-02 15:30","0.22","0","0.81","0","0","0","0"
"2024-07-02 16:00","0.26","0","0.68","0","0","0","0"
"2024-07-02 16:30","0.2","0.07","0.56","0","0","0","0"
"2024-07-02 17:00","0.35","0.08","0.66","0","0","0","0"
"2024-07-02 17:30","0.25","0","0.2","0","0","0","0"
"2024-07-02 18:00","0.21","0","0.23","0","0","0","0"
"2024-07-02 18:30","0.19","0","0.24","0","0","0","0"
"2024-07-02 19:00","0.2","0","0.03","0","0","0","0"
"2024-07-02 19:30","0.11","0","0","0","0","0.14","0"
"2024-07-02 20:00","0.05","0","0","1.01","0","1.23","0"
"2024-07-02 20:30","0.02","0","0","0.76","0","1.8","0"
"2024-07-02 21:00","0.01","0","0","0","0","0.8","0.01"
"2024-07-02 21:30","0","0","0","0","0","0.81","0"
"2024-07-02 22:00","0","0","0","0","0","0.68","0"
"2024-07-02 22:30","0","0","0","0","0","0.92","0"
"2024-07-02 23:00","0","0","0","0","0","0.21","0"
"2024-07-02 23:30","0","0","0","0","0","0","0"
"2024-07-03 00:00","0","0","0","0.5","1.5","0","0"
"2024-07-03 00:30","0","0","0","0.36","1.67","0","0"
"2024-07-03 01:00","0","0","0","0.36","1.67","0","0"
"2024-07-03 01:30","0","0","0","0.35","1.67","0","0"
"2024-07-03 02:00","0","0","0","0.32","1.33","0","0"
"2024-07-03 02:30","0","0","0","0.21","0.14","0","0"
"2024-07-03 03:00","0","0","0","0.19","0","0","0"
"2024-07-03 03:30","0","0","0","0.19","0","0","0"
"2024-07-03 04:00","0","0","0","0.2","0","0","0"
"2024-07-03 04:30","0","0","0","0.16","0","0.01","0"
"2024-07-03 05:00","0.01","0","0","0.01","0","0.18","0"
"2024-07-03 05:30","0.01","0","0","0.01","0","0.44","0"
"2024-07-03 06:00","0.03","0","0","0.01","0","0.14","0.01"
"2024-07-03 06:30","0.14","0","0","0","0","0.02","0"
"2024-07-03 07:00","0.23","0.01","0","0.04","0","0.59","0"
"2024-07-03 07:30","0.32","0.01","0","0.41","0","1.21","0"
"2024-07-03 08:00","0.21","0.13","0","0","0","0","0"
"2024-07-03 08:30","0.21","0.23","0","0","0","0","0"
"2024-07-03 09:00","0.35","0.27","0","0","0","0.09","0"
"2024-07-03 09:30","0.25","0.24","0","0","0","0","0"
"2024-07-03 10:00","0.23","0.16","0","0","0","0","0"
"2024-07-03 10:30","0.21","0.09","0","0","0","0","0"
"2024-07-03 11:00","0.28","0.31","0","0","0","0.01","0"
"2024-07-03 11:30","0.58","0","0","0.76","0","1.21","0"
"2024-07-03 12:00","0.41","0.35","0.01","0.07","0","0.46","0"
"2024-07-03 12:30","0.57","0.31","0","0.03","0.01","0.08","0"
"2024-07-03 13:00","0.28","0.12","0","0","0.01","0","0"
"2024-07-03 13:30","0.23","0.17","0","0","0","0","0"
"2024-07-03 14:00","0.24","0.27","0","0","0","0","0"
"2024-07-03 14:30","0.24","0.27","0","0","0","0","0"
"2024-07-03 15:00","0.23","0.15","0","0","0","0","0"
"2024-07-03 15:30","0.25","0.17","0","0","0","0.01","0"
"2024-07-03 16:00","0.35","0","0","0.08","0","0.7","0"
"2024-07-03 16:30","0.24","0.01","0","0.3","0","1.12","0"
"2024-07-03 17:00","0.19","0.01","0","0","0","0.04","0"
"2024-07-03 17:30","0.18","0.01","0","0","0","0.02","0"
"2024-07-03 18:00","0.17","0.1","0","0","0","0.01","0"
"2024-07-03 18:30","0.19","0.01","0","0.04","0","0.27","0"
"2024-07-03 19:00","0.17","0","0","0.31","0","1.24","0"
"2024-07-03 19:30","0.13","0","0","0","0","0.09","0"
"2024-07-03 20:00","0.05","0","0","0","0","0.21","0"
"2024-07-03 20:30","0.01","0","0","0","0","1.18","0.12"
"2024-07-03 21:00","0","0","0","0","0","0.63","0.02"
"2024-07-03 21:30","0","0","0","0","0","0.82","0"
"2024-07-03 22:00","0","0","0","0.94","0","0.35","0"
"2024-07-03 22:30","0","0","0","2.36","0","0","0"
"2024-07-03 23:00","0","0","0","0.34","0","0","0"
"2024-07-03 23:30","0","0","0","0","0","0","0"
"2024-07-04 00:00","0","0","0","0.36","1.64","0","0"
"2024-07-04 00:30","0","0","0","0.36","1.64","0","0"
"2024-07-04 01:00","0","0","0","0.37","1.64","0","0"
"2024-07-04 01:30","0","0","0","0.34","1.64","0","0"
"2024-07-04 02:00","0","0","0","0.34","1.29","0","0"
"2024-07-04 02:30","0","0","0","0.2","0.14","0","0"
"2024-07-04 03:00","0","0","0","0.2","0","0","0"
"2024-07-04 03:30","0","0","0","0.21","0","0","0"
"2024-07-04 04:00","0","0","0","0.19","0","0","0"
"2024-07-04 04:30","0","0","0","0.19","0","0","0"
"2024-07-04 05:00","0.01","0","0","0.02","0","0.18","0"
"2024-07-04 05:30","0.04","0","0","0","0","0.13","0"
"2024-07-04 06:00","0.08","0","0","0","0","0.12","0"
"2024-07-04 06:30","0.12","0","0","0","0","0.23","0"
"2024-07-04 07:00","0.19","0","0","0","0","0.07","0"
"2024-07-04 07:30","0.19","0","0","0","0","0.05","0.01"
"2024-07-04 08:00","0.22","0.1","0","0","0","0","0"
"2024-07-04 08:30","0.65","0","0","0.4","0","1.08","0"
"2024-07-04 09:00","0.61","0.22","0","0.05","0","0.34","0"
"2024-07-04 09:30","0.76","0.21","0","0.45","0.01","0.57","0"
"2024-07-04 10:00","0.35","0.79","0","0","0.01","0","0"
"2024-07-04 10:30","0.3","1.03","0.04","0","0","0","0"
"2024-07-04 11:00","0.28","0.9","0.38","0","0","0","0"
"2024-07-04 11:30","0.37","0.09","0.81","0","0","0.01","0.02"
"2024-07-04 12:00","1.12","0","0.04","0.5","0.01","0.58","0.05"
"2024-07-04 12:30","1.07","0.36","0.08","0","0.11","0","0"
"2024-07-04 13:00","0.2","0.07","1.14","0","0","0","0"
"2024-07-04 13:30","0.26","0","0.96","0","0","0","0"
"2024-07-04 14:00","0.21","0","0.99","0","0","0","0"
"2024-07-04 14:30","0.26","0","1.27","0","0","0","0"
"2024-07-04 15:00","0.49","0","0.89","0.08","0.01","0.02","0"
"2024-07-04 15:30","0.34","0.01","0.75","0","0","0","0.01"
"2024-07-04 16:00","0.36","0","1.1","0","0","0","0"
"2024-07-04 16:30","0.55","0.01","1.29","0","0","0","0"
"2024-07-04 17:00","0.27","0","0.47","0","0","0","0"
"2024-07-04 17:30","0.31","0","0.12","0.01","0","0.2","0.03"
"2024-07-04 18:00","0.4","0","0","0.58","0","1.5","0"
"2024-07-04 18:30","0.34","0","0","0.05","0","0.69","0.02"
"2024-07-04 19:00","0.24","0","0","0","0","0.05","0"
"2024-07-04 19:30","0.12","0","0","0.13","0","0.71","0"
"2024-07-04 20:00","0.02","0","0","0.02","0","0.86","0"
"2024-07-04 20:30","0.02","0","0","0","0","0.93","0"
"2024-07-04 21:00","0","0","0","0.03","0","0.54","0"
"2024-07-04 21:30","0","0","0","0","0","0.33","0"
"2024-07-04 22:00","0","0","0","0","0","0.28","0"
"2024-07-04 22:30","0","0","0","0","0","0","0"
"2024-07-04 23:00","0","0","0","0","0","0","0"
"2024-07-04 23:30","0","0","0","0","0","0","0"
"2024-07-05 00:00","0","0","0","0.36","1.65","0","0"
"2024-07-05 00:30","0","0","0","0.35","1.65","0","0"
"2024-07-05 01:00","0","0","0","0.35","1.65","0","0"
"2024-07-05 01:30","0","0","0","0.36","1.65","0","0"
"2024-07-05 02:00","0","0","0","0.3","1.33","0","0"
"2024-07-05 02:30","0","0","0","0.21","0.12","0","0"
"2024-07-05 03:00","0","0","0","0.19","0","0","0"
"2024-07-05 03:30","0","0","0","0.19","0","0","0"
"2024-07-05 04:00","0","0","0","0.2","0","0","0"
"2024-07-05 04:30","0","0","0","0.19","0","0","0"
"2024-07-05 05:00","0","0","0","0.01","0","0.19","0"
"2024-07-05 05:30","0.01","0","0","0","0","0.22","0"
"2024-07-05 06:00","0.01","0","0","0","0","0.17","0.01"
"2024-07-05 06:30","0.03","0","0","0","0","0.12","0.02"
"2024-07-05 07:00","0.03","0","0","0.01","0","0.17","0"
"2024-07-05 07:30","0.08","0","0","0","0","0.1","0"
"2024-07-05 08:00","0.14","0.01","0","0","0","0.05","0"
"2024-07-05 08:30","0.19","0.06","0","0","0","0.01","0"
"2024-07-05 09:00","0.26","0.04","0","0","0","0","0"
"2024-07-05 09:30","0.21","0.04","0","0","0","0","0"
"2024-07-05 10:00","0.23","0.17","0","0","0","0","0"
"2024-07-05 10:30","0.22","0.49","0","0","0","0","0"
"2024-07-05 11:00","0.4","0.24","0.05","0.01","0","0.42","0.02"
"2024-07-05 11:30","0.73","0","0","0.62","0","1.16","0"
"2024-07-05 12:00","0.58","0.27","0","0.01","0","0.31","0"
"2024-07-05 12:30","0.32","0.56","0","0","0","0","0"
"2024-07-05 13:00","0.32","0.47","0","0","0","0","0"
"2024-07-05 13:30","0.3","0.34","0","0","0","0","0"
"2024-07-05 14:00","0.32","0.17","0.32","0","0","0","0"
"2024-07-05 14:30","0.34","0.03","0.4","0.01","0.01","0","0.01"
"2024-07-05 15:00","0.59","0.06","0.19","0","0","0.11","0.04"
"2024-07-05 15:30","0.28","0.1","0.01","0","0","0.01","0"
"2024-07-05 16:00","0.19","0","0","0.39","0","1.33","0"
"2024-07-05 16:30","0.19","0","0","0","0","0.12","0"
"2024-07-05 17:00","0.15","0","0","0","0","0.12","0"
"2024-07-05 17:30","0.05","0","0","0.01","0","0.17","0"
"2024-07-05 18:00","0.05","0","0","0.01","0","0.12","0"
"2024-07-05 18:30","0.08","0","0","0","0","0.14","0"
"2024-07-05 19:00","0.03","0","0","0.01","0","0.41","0"
"2024-07-05 19:30","0.02","0","0","0.19","0","1.19","0"
"2024-07-05 20:00","0.01","0","0","0.19","0","0.58","0"
"2024-07-05 20:30","0","0","0","0.17","0","1.27","0"
"2024-07-05 21:00","0","0","0","0.48","0","1.43","0"
"2024-07-05 21:30","0","0","0","0.83","0","0","0"
"2024-07-05 22:00","0","0","0","0.27","0","0.06","0"
"2024-07-05 22:30","0","0","0","0.54","0","0.31","0"
"2024-07-05 23:00","0","0","0","0.26","0","0","0"
"2024-07-05 23:30","0","0","0","0","0","0","0"
"2024-07-06 00:00","0","0","0","3.84","1.6","0","0"
"2024-07-06 00:30","0","0","0","3.84","1.61","0","0"
"2024-07-06 01:00","0","0","0","3.82","1.61","0","0"
"2024-07-06 01:30","0","0","0","2.58","1.6","0","0"
"2024-07-06 02:00","0","0","0","0.32","1.28","0","0"
"2024-07-06 02:30","0","0","0","0.18","0.12","0","0"
"2024-07-06 03:00","0","0","0","0.18","0","0","0"
"2024-07-06 03:30","0","0","0","0.26","0","0","0"
"2024-07-06 04:00","0","0","0","1.97","0","0","0"
"2024-07-06 04:30","0","0","0","0.85","0","0.01","0"
"2024-07-06 05:00","0","0","0","0","0","0.19","0.01"
"2024-07-06 05:30","0.01","0","0","0","0","0.15","0"
"2024-07-06 06:00","0.09","0","0","0","0","0.08","0"
"2024-07-06 06:30","0.02","0","0","0.01","0","0.16","0.01"
"2024-07-06 07:00","0.15","0.05","0","0","0","0.01","0"
"2024-07-06 07:30","0.14","0","0","0","0","0.43","0.01"
"2024-07-06 08:00","0.22","0.17","0","0","0","0","0"
"2024-07-06 08:30","0.35","0.14","0","0.03","0.01","0.09","0"
"2024-07-06 09:00","0.49","0.1","0","0.33","0","0.68","0"
"2024-07-06 09:30","0.49","0.24","0.01","0.02","0.01","0.01","0.01"
"2024-07-06 10:00","0.4","0.67","0.01","0","0.04","0","0"
"2024-07-06 10:30","0.2","0.73","0.32","0","0","0","0"
"2024-07-06 11:00","0.17","0.04","1.09","0","0","0","0.02"
"2024-07-06 11:30","0.47","0","1.12","0","0","0","0"
"2024-07-06 12:00","0.33","0","1.09","0","0","0","0"
"2024-07-06 12:30","0.32","0","1.15","0","0","0","0"
"2024-07-06 13:00","0.25","0","1.54","0","0","0","0.01"
"2024-07-06 13:30","0.25","0","1.29","0","0","0","0"
"2024-07-06 14:00","0.22","0","0.93","0","0","0","0"
"2024-07-06 14:30","0.15","0.01","1.05","0","0","0","0"
"2024-07-06 15:00","0.92","0.09","0.13","0.36","0.02","0.72","0"
"2024-07-06 15:30","0.54","0.19","0.52","0","0","0","0"
"2024-07-06 16:00","0.76","0.04","0.52","0","0","0","0"
"2024-07-06 16:30","0.77","0","0.96","0","0","0","0"
"2024-07-06 17:00","0.42","0","1.12","0","0","0","0"
"2024-07-06 17:30","0.21","0","0.33","0","0","0","0"
"2024-07-06 18:00","0.24","0","0.03","0","0","0.02","0"
"2024-07-06 18:30","0.21","0.01","0","0","0","0.46","0"
"2024-07-06 19:00","0.17","0","0","0","0","0.44","0"
"2024-07-06 19:30","0.1","0","0","0","0","0.78","0.01"
"2024-07-06 20:00","0.07","0","0","0","0","0.51","0"
"2024-07-06 20:30","0.02","0","0","0.01","0","0.59","0"
"2024-07-06 21:00","0","0","0","0","0","0.28","0"
"2024-07-06 21:30","0","0","0","0","0","0.28","0"
"2024-07-06 22:00","0","0","0","0.02","0","0.52","0"
"2024-07-06 22:30","0","0","0","0.25","0","1.8","0"
"2024-07-06 23:00","0","0","0","0","0","1.24","0"
"2024-07-06 23:30","0","0","0","0","0","0","0"
"2024-07-07 00:00","0","0","0","3.31","1.66","0","0"
"2024-07-07 00:30","0","0","0","3.38","1.66","0","0"
"2024-07-07 01:00","0","0","0","4.29","1.66","0","0"
"2024-07-07 01:30","0","0","0","3.47","1.66","0","0"
"2024-07-07 02:00","0","0","0","3.86","1.18","0","0"
"2024-07-07 02:30","0","0","0","3.79","0.05","0","0"
"2024-07-07 03:00","0","0","0","2.56","0","0","0"
"2024-07-07 03:30","0","0","0","0.18","0","0","0"
"2024-07-07 04:00","0","0","0","0.2","0","0","0"
"2024-07-07 04:30","0","0","0","0.19","0","0","0"
"2024-07-07 05:00","0.01","0","0","0.01","0","0.15","0.01"
"2024-07-07 05:30","0.02","0","0","0","0","0.19","0"
"2024-07-07 06:00","0.08","0","0","0","0","0.12","0"
"2024-07-07 06:30","0.12","0","0","0","0","0.06","0"
"2024-07-07 07:00","0.21","0.05","0","0","0","0.01","0"
"2024-07-07 07:30","0.18","0.06","0","0","0","0","0"
"2024-07-07 08:00","0.24","0.13","0","0.01","0","0.03","0"
"2024-07-07 08:30","0.25","0.24","0","0","0","0.01","0"
"2024-07-07 09:00","0.2","0.22","0","0","0","0","0"
"2024-07-07 09:30","0.36","0.01","0","0.31","0","0.85","0"
"2024-07-07 10:00","0.31","0.03","0","0.32","0","1.1","0"
"2024-07-07 10:30","0.2","0.25","0","0","0","0","0"
"2024-07-07 11:00","0.25","0.63","0.06","0","0","0","0"
"2024-07-07 11:30","0.42","1.18","0.2","0","0","0","0"
"2024-07-07 12:00","0.07","0.27","1.01","0","0","0","0"
"2024-07-07 12:30","0.22","0","1.1","0","0","0","0"
"2024-07-07 13:00","0.17","0","0.43","0","0","0","0"
"2024-07-07 13:30","0.18","0","0.12","0","0","0","0"
"2024-07-07 14:00","0.19","0","0.03","0","0","0.01","0.01"
"2024-07-07 14:30","0.14","0.01","0.01","0","0","0.05","0"
"2024-07-07 15:00","0.21","0.04","0.33","0","0","0","0"
"2024-07-07 15:30","0.21","0","0.44","0","0","0","0"
"2024-07-07 16:00","0.23","0","1.08","0","0","0","0"
"2024-07-07 16:30","0.19","0","0.22","0","0","0.01","0"
"2024-07-07 17:00","0.18","0.05","0.15","0","0","0.03","0"
"2024-07-07 17:30","0.22","0","0.3","0","0","0","0"
"2024-07-07 18:00","0.27","0","0.09","0.25","0","0.66","0.01"
"2024-07-07 18:30","0.33","0","0","0.74","0","1.42","0"
"2024-07-07 19:00","0.25","0","0","0.04","0","0.43","0"
"2024-07-07 19:30","0.19","0","0","0","0","0.09","0"
"2024-07-07 20:00","0.1","0","0","0.02","0","0.77","0"
"2024-07-07 20:30","0.02","0","0","1.07","0","1.63","0"
"2024-07-07 21:00","0.01","0","0","0.01","0","0.99","0"
"2024-07-07 21:30","0","0","0","0","0","0.4","0"
"2024-07-07 22:00","0","0","0","0","0","0.41","0"
"2024-07-07 22:30","0","0","0","0","0","0.33","0"
"2024-07-07 23:00","0","0","0","0","0","0.27","0"
"2024-07-07 23:30","0","0","0","0","0","0","0"
"2024-07-08 00:00","0","0","0","0.38","1.66","0","0"
"2024-07-08 00:30","0","0","0","1.58","1.66","0","0"
"2024-07-08 01:00","0","0","0","1.13","1.66","0","0"
"2024-07-08 01:30","0","0","0","0.37","1.66","0","0"
"2024-07-08 02:00","0","0","0","0.3","1.3","0","0"
"2024-07-08 02:30","0","0","0","0.21","0.12","0","0"
"2024-07-08 03:00","0","0","0","0.19","0","0","0"
"2024-07-08 03:30","0","0","0","0.19","0","0","0"
"2024-07-08 04:00","0","0","0","1.87","0","0","0"
"2024-07-08 04:30","0","0","0","1.69","0","0","0"
"2024-07-08 05:00","0.01","0","0","0.04","0","0.21","0"
"2024-07-08 05:30","0.03","0","0","0","0","0.13","0"
"2024-07-08 06:00","0.12","0","0","0","0","0.07","0"
"2024-07-08 06:30","0.15","0.01","0","0","0","0.01","0"
"2024-07-08 07:00","0.17","0.02","0","0","0","0","0"
"2024-07-08 07:30","0.2","0.11","0","0","0","0","0"
"2024-07-08 08:00","0.18","0.07","0.17","0","0","0","0"
"2024-07-08 08:30","0.2","0","0.18","0","0","0","0"
"2024-07-08 09:00","0.25","0","0.03","0","0","0.45","0.02"
"2024-07-08 09:30","0.19","0","0","0.01","0","0.16","0"
"2024-07-08 10:00","0.22","0.08","0","0","0","0.1","0"
"2024-07-08 10:30","0.22","0.17","0.01","0","0","0","0"
"2024-07-08 11:00","0.31","0.28","0","0","0","0","0"
"2024-07-08 11:30","0.36","0.22","0.07","0","0","0.03","0.02"
"2024-07-08 12:00","0.42","0.02","0","0","0","0.33","0.04"
"2024-07-08 12:30","0.24","0.06","0","0","0","0.02","0"
"2024-07-08 13:00","0.29","0.11","0.46","0","0","0","0"
"2024-07-08 13:30","0.36","0","0","0.4","0","1.38","0.01"
"2024-07-08 14:00","0.45","0.1","0","0.02","0","0.25","0"
"2024-07-08 14:30","0.35","0.04","0","0","0","0.24","0"
"2024-07-08 15:00","0.4","0.08","0","0","0","0.43","0"
"2024-07-08 15:30","0.26","0.28","0","0","0","0","0"
"2024-07-08 16:00","0.25","0.32","0","0","0","0","0"
"2024-07-08 16:30","0.27","0.14","0","0","0","0","0"
"2024-07-08 17:00","0.24","0.12","0","0","0","0","0"
"2024-07-08 17:30","0.25","0.01","0","0.1","0","0.76","0.01"
"2024-07-08 18:00","0.14","0","0","0","0","0.7","0"
"2024-07-08 18:30","0.09","0","0","0.77","0","1.67","0"
"2024-07-08 19:00","0.1","0","0","0.74","0","1.25","0"
"2024-07-08 19:30","0.03","0","0","0","0","0.25","0"
"2024-07-08 20:00","0.03","0","0","0.01","0","0.3","0.06"
"2024-07-08 20:30","0.01","0","0","0","0","0.46","0"
"2024-07-08 21:00","0","0","0","0.42","0","1.22","0"
"2024-07-08 21:30","0","0","0","1.07","0","0","0"
"2024-07-08 22:00","0","0","0","0.37","0","0","0"
"2024-07-08 22:30","0","0","0","0.28","0","0","0"
"2024-07-08 23:00","0","0","0","0.23","0","0","0"
"2024-07-08 23:30","0","0","0","0","0","0","0"
"2024-07-09 00:00","0","0","0","0.34","1.63","0","0"
"2024-07-09 00:30","0","0","0","0.36","1.63","0","0"
"2024-07-09 01:00","0","0","0","0.35","1.63","0","0"
"2024-07-09 01:30","0","0","0","0.35","1.63","0","0"
"2024-07-09 02:00","0","0","0","0.31","1.27","0","0"
"2024-07-09 02:30","0","0","0","0.2","0.14","0","0"
"2024-07-09 03:00","0","0","0","0.18","0","0","0"
"2024-07-09 03:30","0","0","0","0.19","0","0","0"
"2024-07-09 04:00","0","0","0","0.19","0","0","0"
"2024-07-09 04:30","0","0","0","0.19","0","0","0"
"2024-07-09 05:00","0","0","0","0.02","0","0.19","0"
"2024-07-09 05:30","0","0","0","0","0","0.17","0"
"2024-07-09 06:00","0.01","0","0","0","0","0.19","0.01"
"2024-07-09 06:30","0.01","0","0","0","0","0.19","0.01"
"2024-07-09 07:00","0.09","0","0","0.66","0","1.33","0"
"2024-07-09 07:30","0.26","0.02","0.01","0.1","0","0.92","0"
"2024-07-09 08:00","0.23","0.03","0","0","0.01","0.01","0"
"2024-07-09 08:30","0.2","0.02","0.01","0","0","0.08","0.01"
"2024-07-09 09:00","0.15","0","0","0.02","0","1.07","0.01"
"2024-07-09 09:30","0.16","0","0","0","0","0.47","0.01"
"2024-07-09 10:00","0.1","0","0","0","0","0.71","0.01"
"2024-07-09 10:30","0.12","0","0","0.38","0","1.28","0"
"2024-07-09 11:00","0.12","0","0","0","0","0.4","0.09"
"2024-07-09 11:30","0.17","0","0","1.23","0","0.76","0"
"2024-07-09 12:00","0.26","0.02","0","0.19","0.01","0","0"
"2024-07-09 12:30","0.21","0.06","0","0","0","0","0"
"2024-07-09 13:00","0.25","0.07","0","0","0","0.01","0"
"2024-07-09 13:30","0.19","0","0","0.03","0","0.08","0.01"
"2024-07-09 14:00","0.23","0.05","0.01","0.01","0","0.04","0"
"2024-07-09 14:30","0.27","0.1","0.01","0","0","0.06","0"
"2024-07-09 15:00","0.19","0.16","0","0","0","0","0"
"2024-07-09 15:30","0.2","0.1","0","0","0","0.01","0"
"2024-07-09 16:00","0.17","0.04","0","0","0","0","0"
"2024-07-09 16:30","0.19","0.01","0","0","0","0.58","0"
"2024-07-09 17:00","0.1","0","0","0.2","0","0.01","0"
"2024-07-09 17:30","0.11","0","0","0.42","0","0","0"
"2024-07-09 18:00","0.16","0","0","1.14","0","0","0"
"2024-07-09 18:30","0.21","0.03","0","0.07","0.01","0","0"
"2024-07-09 19:00","0.15","0","0","2.27","0","0","0"
"2024-07-09 19:30","0.14","0","0","1.19","0","0","0"
"2024-07-09 20:00","0.01","0","0","1.34","0","0","0"
"2024-07-09 20:30","0.01","0","0","1.63","0","0","0"
"2024-07-09 21:00","0","0","0","0.3","0","0","0"
"2024-07-09 21:30","0","0","0","0.28","0","0","0"
"2024-07-09 22:00","0","0","0","0.26","0","0","0"
"2024-07-09 22:30","0","0","0","0.23","0","0","0"
"2024-07-09 23:00","0","0","0","0.19","0","0","0"
"2024-07-09 23:30","0","0","0","0","0","0","0"
"2024-07-10 00:00","0","0","0","3.68","1.68","0","0"
"2024-07-10 00:30","0","0","0","4","1.68","0","0"
"2024-07-10 01:00","0","0","0","3.99","1.68","0","0"
