"Date","Solar To Home","Solar To Battery","Solar To Grid","Grid To Home","Grid To Battery","Battery To Home","Battery To Grid"
"2024-03-01 00:00","0","0","0","3.01","1.35","0","0"
"2024-03-01 00:30","0","0","0","3.8","1.38","0","0"
"2024-03-01 01:00","0","0","0","3.8","1.38","0","0"
"2024-03-01 01:30","0","0","0","3.79","1.39","0","0"
"2024-03-01 02:00","0","0","0","3.63","1.58","0","0"
"2024-03-01 02:30","0","0","0","0.27","0.96","0","0"
"2024-03-01 03:00","0","0","0","0.17","0","0","0"
"2024-03-01 03:30","0","0","0","0.17","0","0","0"
"2024-03-01 04:00","0","0","0","1.98","0","0","0"
"2024-03-01 04:30","0","0","0","1.63","0","0","0"
"2024-03-01 05:00","0","0","0","0.02","0","0.72","0"
"2024-03-01 05:30","0","0","0","0","0","0.34","0"
"2024-03-01 06:00","0","0","0","0.01","0","0.2","0"
"2024-03-01 06:30","0","0","0","0","0","0.23","0"
"2024-03-01 07:00","0.01","0","0","0.67","0","1.51","0"
"2024-03-01 07:30","0.04","0","0","0.02","0","0.51","0"
"2024-03-01 08:00","0.21","0","0","0","0","0.77","0"
"2024-03-01 08:30","0.11","0","0","0.09","0","1.87","0"
"2024-03-01 09:00","0.28","0","0","0.17","0","1.66","0"
"2024-03-01 09:30","0.42","0","0","2.52","0","0.02","0"
"2024-03-01 10:00","0.83","0","0","1.64","0","0","0"
"2024-03-01 10:30","1.05","0","0","0.82","0","0","0"
"2024-03-01 11:00","0.88","0","0","0.96","0","0","0"
"2024-03-01 11:30","0.89","0.45","0.08","0.51","0.06","0.05","0.01"
"2024-03-01 12:00","0.96","0.23","0.02","0.01","0.01","0.17","0.01"
"2024-03-01 12:30","0.78","1.07","0.32","0","0.02","0","0"
"2024-03-01 13:00","0.79","1.14","0.32","0","0","0","0"
"2024-03-01 13:30","1.21","0.07","0","0.13","0.01","0.29","0"
"2024-03-01 14:00","1.02","0.03","0","0.49","0","0.93","0"
"2024-03-01 14:30","0.42","0.09","0","0.35","0.01","0.55","0"
"2024-03-01 15:00","0.13","0","0","0.01","0","0.19","0"
"2024-03-01 15:30","0.03","0","0","0.01","0","0.29","0.01"
"2024-03-01 16:00","0.11","0","0","0","0","0.25","0"
"2024-03-01 16:30","0.08","0","0","0","0","0.24","0"
"2024-03-01 17:00","0.1","0","0","0.11","0","0.07","0"
"2024-03-01 17:30","0.01","0","0","0.27","0","0","0"
"2024-03-01 18:00","0","0","0","0.34","0","0","0"
"2024-03-01 18:30","0","0","0","2.42","0","0","0"
"2024-03-01 19:00","0","0","0","1.48","0","0","0"
"2024-03-01 19:30","0","0","0","2.13","0","0","0"
"2024-03-01 20:00","0","0","0","1.08","0","0","0"
"2024-03-01 20:30","0","0","0","0.35","0","0","0"
"2024-03-01 21:00","0","0","0","0.36","0","0","0"
"2024-03-01 21:30","0","0","0","0.34","0","0","0"
"2024-03-01 22:00","0","0","0","0.33","0","0","0"
"2024-03-01 22:30","0","0","0","0.36","0","0","0"
"2024-03-01 23:00","0","0","0","1.53","0","0","0"
"2024-03-01 23:30","0","0","0","3.84","0","0","0"
"2024-03-02 00:00","0","0","0","0.62","1.37","0","0"
"2024-03-02 00:30","0","0","0","1.8","1.39","0","0"
"2024-03-02 01:00","0","0","0","0.32","1.4","0","0"
"2024-03-02 01:30","0","0","0","0.3","1.4","0","0"
"2024-03-02 02:00","0","0","0","0.31","1.57","0","0"
"2024-03-02 02:30","0","0","0","0.27","1.02","0","0"
"2024-03-02 03:00","0","0","0","0.59","0.04","0","0"
"2024-03-02 03:30","0","0","0","0.58","0","0.01","0"
"2024-03-02 04:00","0","0","0","0.23","0","0","0"
"2024-03-02 04:30","0","0","0","0.71","0","0","0"
"2024-03-02 05:00","0","0","0","0.01","0","0.18","0"
"2024-03-02 05:30","0","0","0","0","0","0.21","0"
"2024-03-02 06:00","0","0","0","0.04","0","1.49","0"
"2024-03-02 06:30","0.01","0","0","0.39","0","1.95","0"
"2024-03-02 07:00","0.02","0","0","0.54","0","1.62","0"
"2024-03-02 07:30","0.06","0","0","0.7","0","1.65","0"
"2024-03-02 08:00","0.19","0","0","1.94","0","0.61","0"
"2024-03-02 08:30","0.16","0","0","1.58","0.01","0","0"
"2024-03-02 09:00","0.35","0","0","1.74","0","0","0"
"2024-03-02 09:30","0.86","0","0","0.93","0","0","0"
"2024-03-02 10:00","0.46","0","0","1.04","0","0","0"
"2024-03-02 10:30","0.45","0","0","1.23","0","0","0"
"2024-03-02 11:00","0.77","0.07","0","0.53","0.04","0","0"
"2024-03-02 11:30","1.06","0","0","1.41","0.02","0.07","0"
"2024-03-02 12:00","0.59","0.05","0","0.45","0.05","0","0"
"2024-03-02 12:30","0.51","0.02","0.01","0.07","0","0.29","0.01"
"2024-03-02 13:00","0.74","0.33","0.01","0.22","0.04","0","0"
"2024-03-02 13:30","0.3","0.9","0.48","0","0","0","0"
"2024-03-02 14:00","1.34","0.54","0.02","0.28","0.17","0","0"
"2024-03-02 14:30","0.97","0.95","0.05","0","0.08","0","0"
"2024-03-02 15:00","0.39","0.21","0.01","1.44","0","0.76","0"
"2024-03-02 15:30","0.45","0","0","1.07","0","1.58","0"
"2024-03-02 16:00","0.22","0","0","3.19","0","0.32","0"
"2024-03-02 16:30","0.25","0.06","0.01","0.22","0.02","0","0"
"2024-03-02 17:00","0.05","0","0","0.44","0","0","0"
"2024-03-02 17:30","0.01","0","0","0.24","0","0","0"
"2024-03-02 18:00","0","0","0","1.25","0","0","0"
"2024-03-02 18:30","0","0","0","3.14","0","0","0"
"2024-03-02 19:00","0","0","0","1.09","0","0","0"
"2024-03-02 19:30","0","0","0","0.32","0","0","0"
"2024-03-02 20:00","0","0","0","0.33","0","0","0"
"2024-03-02 20:30","0","0","0","0.3","0","0","0"
"2024-03-02 21:00","0","0","0","0.3","0","0","0"
"2024-03-02 21:30","0","0","0","1.34","0","0","0"
"2024-03-02 22:00","0","0","0","2.39","0","0","0"
"2024-03-02 22:30","0","0","0","0.59","0","0","0"
"2024-03-02 23:00","0","0","0","0.26","0","0","0"
"2024-03-02 23:30","0","0","0","2.84","0","0","0"
"2024-03-03 00:00","0","0","0","3.63","1.38","0","0"
"2024-03-03 00:30","0","0","0","0.37","1.4","0","0"
"2024-03-03 01:00","0","0","0","0.31","1.4","0","0"
"2024-03-03 01:30","0","0","0","2.7","1.41","0","0"
"2024-03-03 02:00","0","0","0","0.37","1.5","0","0"
"2024-03-03 02:30","0","0","0","2.58","1","0","0"
"2024-03-03 03:00","0","0","0","0.29","0.02","0.01","0"
"2024-03-03 03:30","0","0","0","0.18","0","0","0"
"2024-03-03 04:00","0","0","0","0.67","0","0","0"
"2024-03-03 04:30","0","0","0","0.31","0","0","0"
"2024-03-03 05:00","0","0","0","0.02","0","0.64","0.01"
"2024-03-03 05:30","0","0","0","0","0","0.36","0"
"2024-03-03 06:00","0","0","0","0","0","0.18","0"
"2024-03-03 06:30","0.01","0","0","0","0","0.19","0.01"
"2024-03-03 07:00","0.03","0","0","0","0","0.14","0"
"2024-03-03 07:30","0.1","0","0","0","0","0.08","0"
"2024-03-03 08:00","0.14","0","0","0.16","0","0.09","0"
"2024-03-03 08:30","0.56","0","0","0.35","0","0.93","0"
