ss_id,datetime_GMT,generation_Wh
5392,2013-01-01 00:30:00+00:00,0.0
5392,2013-01-01 01:00:00+00:00,0.0
5392,2013-01-01 01:30:00+00:00,0.0
5392,2013-01-01 02:00:00+00:00,0.0
5392,2013-01-01 02:30:00+00:00,0.0
5392,2013-01-01 03:00:00+00:00,0.0
5392,2013-01-01 03:30:00+00:00,0.0
5392,2013-01-01 04:00:00+00:00,0.0
5392,2013-01-01 04:30:00+00:00,0.0
5392,2013-01-01 05:00:00+00:00,0.0
5392,2013-01-01 05:30:00+00:00,0.0
5392,2013-01-01 06:00:00+00:00,0.0
5392,2013-01-01 06:30:00+00:00,0.0
5392,2013-01-01 07:00:00+00:00,0.0
5392,2013-01-01 07:30:00+00:00,0.0
5392,2013-01-01 08:00:00+00:00,0.0
5392,2013-01-01 08:30:00+00:00,5.03
5392,2013-01-01 09:00:00+00:00,256.71
5392,2013-01-01 09:30:00+00:00,530.45
5392,2013-01-01 10:00:00+00:00,730.25
5392,2013-01-01 10:30:00+00:00,879.35
5392,2013-01-01 11:00:00+00:00,955.6
5392,2013-01-01 11:30:00+00:00,718.4
5392,2013-01-01 12:00:00+00:00,126.33
5392,2013-01-01 12:30:00+00:00,79.54
5392,2013-01-01 13:00:00+00:00,67.64
5392,2013-01-01 13:30:00+00:00,76.86
5392,2013-01-01 14:00:00+00:00,79.45
5392,2013-01-01 14:30:00+00:00,73.63
5392,2013-01-01 15:00:00+00:00,79.99
5392,2013-01-01 15:30:00+00:00,32.72
5392,2013-01-01 16:00:00+00:00,2.11
5392,2013-01-01 16:30:00+00:00,0.0
5392,2013-01-01 17:00:00+00:00,0.0
5392,2013-01-01 17:30:00+00:00,0.0
5392,2013-01-01 18:00:00+00:00,0.0
5392,2013-01-01 18:30:00+00:00,0.0
5392,2013-01-01 19:00:00+00:00,0.0
5392,2013-01-01 19:30:00+00:00,0.0
5392,2013-01-01 20:00:00+00:00,0.0
5392,2013-01-01 20:30:00+00:00,0.0
5392,2013-01-01 21:00:00+00:00,0.0
5392,2013-01-01 21:30:00+00:00,0.0
5392,2013-01-01 22:00:00+00:00,0.0
5392,2013-01-01 22:30:00+00:00,0.0
5392,2013-01-01 23:00:00+00:00,0.0
5392,2013-01-01 23:30:00+00:00,0.0
5392,2013-01-02 00:00:00+00:00,0.0
5392,2013-01-02 00:30:00+00:00,0.0
5392,2013-01-02 01:00:00+00:00,0.0
5392,2013-01-02 01:30:00+00:00,0.0
5392,2013-01-02 02:00:00+00:00,0.0
5392,2013-01-02 02:30:00+00:00,0.0
5392,2013-01-02 03:00:00+00:00,0.0
5392,2013-01-02 03:30:00+00:00,0.0
5392,2013-01-02 04:00:00+00:00,0.0
5392,2013-01-02 04:30:00+00:00,0.0
5392,2013-01-02 05:00:00+00:00,0.0
5392,2013-01-02 05:30:00+00:00,0.0
5392,2013-01-02 06:00:00+00:00,0.0
5392,2013-01-02 06:30:00+00:00,0.0
5392,2013-01-02 07:00:00+00:00,0.0
5392,2013-01-02 07:30:00+00:00,0.0
5392,2013-01-02 08:00:00+00:00,0.0
5392,2013-01-02 08:30:00+00:00,0.82
5392,2013-01-02 09:00:00+00:00,12.26
5392,2013-01-02 09:30:00+00:00,8.41
5392,2013-01-02 10:00:00+00:00,14.32
5392,2013-01-02 10:30:00+00:00,31.08
5392,2013-01-02 11:00:00+00:00,42.53
5392,2013-01-02 11:30:00+00:00,40.48
5392,2013-01-02 12:00:00+00:00,49.54
5392,2013-01-02 12:30:00+00:00,49.97
5392,2013-01-02 13:00:00+00:00,44.82
5392,2013-01-02 13:30:00+00:00,46.84
5392,2013-01-02 14:00:00+00:00,27.15
5392,2013-01-02 14:30:00+00:00,24.76
5392,2013-01-02 15:00:00+00:00,1.93
5392,2013-01-02 15:30:00+00:00,0.04
5392,2013-01-02 16:00:00+00:00,0.0
5392,2013-01-02 16:30:00+00:00,0.0
5392,2013-01-02 17:00:00+00:00,0.0
5392,2013-01-02 17:30:00+00:00,0.0
5392,2013-01-02 18:00:00+00:00,0.0
5392,2013-01-02 18:30:00+00:00,0.0
5392,2013-01-02 19:00:00+00:00,0.0
5392,2013-01-02 19:30:00+00:00,0.0
5392,2013-01-02 20:00:00+00:00,0.0
5392,2013-01-02 20:30:00+00:00,0.0
5392,2013-01-02 21:00:00+00:00,0.0
5392,2013-01-02 21:30:00+00:00,0.0
5392,2013-01-02 22:00:00+00:00,0.0
5392,2013-01-02 22:30:00+00:00,0.0
5392,2013-01-02 23:00:00+00:00,0.0
5392,2013-01-02 23:30:00+00:00,0.0
5392,2013-01-03 00:00:00+00:00,0.0
5392,2013-01-03 00:30:00+00:00,0.0
5392,2013-01-03 01:00:00+00:00,0.0
5392,2013-01-03 01:30:00+00:00,0.0
5392,2013-01-03 02:00:00+00:00,0.0
5392,2013-01-03 02:30:00+00:00,0.0
5392,2013-01-03 03:00:00+00:00,0.0
5392,2013-01-03 03:30:00+00:00,0.0
5392,2013-01-03 04:00:00+00:00,0.0
5392,2013-01-03 04:30:00+00:00,0.0
5392,2013-01-03 05:00:00+00:00,0.0
5392,2013-01-03 05:30:00+00:00,0.0
5392,2013-01-03 06:00:00+00:00,0.0
5392,2013-01-03 06:30:00+00:00,0.0
5392,2013-01-03 07:00:00+00:00,0.0
5392,2013-01-03 07:30:00+00:00,0.0
5392,2013-01-03 08:00:00+00:00,0.0
5392,2013-01-03 08:30:00+00:00,1.04
5392,2013-01-03 09:00:00+00:00,21.9
5392,2013-01-03 09:30:00+00:00,23.06
5392,2013-01-03 10:00:00+00:00,70.5
5392,2013-01-03 10:30:00+00:00,93.34
5392,2013-01-03 11:00:00+00:00,101.47
5392,2013-01-03 11:30:00+00:00,154.62
5392,2013-01-03 12:00:00+00:00,147.96
5392,2013-01-03 12:30:00+00:00,150.2
5392,2013-01-03 13:00:00+00:00,170.67
5392,2013-01-03 13:30:00+00:00,153.87
