ss_id,datetime_GMT,generation_Wh
2910,2013-01-01 00:30:00+00:00,0.0
2910,2013-01-01 01:00:00+00:00,0.0
2910,2013-01-01 01:30:00+00:00,0.0
2910,2013-01-01 02:00:00+00:00,0.0
2910,2013-01-01 02:30:00+00:00,0.0
2910,2013-01-01 03:00:00+00:00,0.0
2910,2013-01-01 03:30:00+00:00,0.0
2910,2013-01-01 04:00:00+00:00,0.0
2910,2013-01-01 04:30:00+00:00,0.0
2910,2013-01-01 05:00:00+00:00,0.0
2910,2013-01-01 05:30:00+00:00,0.0
2910,2013-01-01 06:00:00+00:00,0.0
2910,2013-01-01 06:30:00+00:00,0.0
2910,2013-01-01 07:00:00+00:00,0.0
2910,2013-01-01 07:30:00+00:00,0.0
2910,2013-01-01 08:00:00+00:00,0.0
2910,2013-01-01 08:30:00+00:00,5.26
2910,2013-01-01 09:00:00+00:00,41.52
2910,2013-01-01 09:30:00+00:00,274.27
2910,2013-01-01 10:00:00+00:00,628.0
2910,2013-01-01 10:30:00+00:00,766.8
2910,2013-01-01 11:00:00+00:00,863.3
2910,2013-01-01 11:30:00+00:00,915.0
2910,2013-01-01 12:00:00+00:00,950.3
2910,2013-01-01 12:30:00+00:00,940.35
2910,2013-01-01 13:00:00+00:00,876.5
2910,2013-01-01 13:30:00+00:00,778.8
2910,2013-01-01 14:00:00+00:00,716.1
2910,2013-01-01 14:30:00+00:00,484.54
2910,2013-01-01 15:00:00+00:00,238.12
2910,2013-01-01 15:30:00+00:00,41.8
2910,2013-01-01 16:00:00+00:00,4.76
2910,2013-01-01 16:30:00+00:00,0.0
2910,2013-01-01 17:00:00+00:00,0.0
2910,2013-01-01 17:30:00+00:00,0.0
2910,2013-01-01 18:00:00+00:00,0.0
2910,2013-01-01 18:30:00+00:00,0.0
2910,2013-01-01 19:00:00+00:00,0.0
2910,2013-01-01 19:30:00+00:00,0.0
2910,2013-01-01 20:00:00+00:00,0.0
2910,2013-01-01 20:30:00+00:00,0.0
2910,2013-01-01 21:00:00+00:00,0.0
2910,2013-01-01 21:30:00+00:00,0.0
2910,2013-01-01 22:00:00+00:00,0.0
2910,2013-01-01 22:30:00+00:00,0.0
2910,2013-01-01 23:00:00+00:00,0.0
2910,2013-01-01 23:30:00+00:00,0.0
2910,2013-01-02 00:00:00+00:00,0.0
2910,2013-01-02 00:30:00+00:00,0.0
2910,2013-01-02 01:00:00+00:00,0.0
2910,2013-01-02 01:30:00+00:00,0.0
2910,2013-01-02 02:00:00+00:00,0.0
2910,2013-01-02 02:30:00+00:00,0.0
2910,2013-01-02 03:00:00+00:00,0.0
2910,2013-01-02 03:30:00+00:00,0.0
2910,2013-01-02 04:00:00+00:00,0.0
2910,2013-01-02 04:30:00+00:00,0.0
2910,2013-01-02 05:00:00+00:00,0.0
2910,2013-01-02 05:30:00+00:00,0.0
2910,2013-01-02 06:00:00+00:00,0.0
2910,2013-01-02 06:30:00+00:00,0.0
2910,2013-01-02 07:00:00+00:00,0.0
2910,2013-01-02 07:30:00+00:00,0.0
2910,2013-01-02 08:00:00+00:00,0.03
2910,2013-01-02 08:30:00+00:00,0.0
2910,2013-01-02 09:00:00+00:00,24.67
2910,2013-01-02 09:30:00+00:00,21.73
2910,2013-01-02 10:00:00+00:00,18.38
2910,2013-01-02 10:30:00+00:00,41.79
2910,2013-01-02 11:00:00+00:00,56.79
2910,2013-01-02 11:30:00+00:00,54.56
2910,2013-01-02 12:00:00+00:00,78.48
2910,2013-01-02 12:30:00+00:00,59.97
2910,2013-01-02 13:00:00+00:00,54.39
2910,2013-01-02 13:30:00+00:00,89.66
2910,2013-01-02 14:00:00+00:00,29.54
2910,2013-01-02 14:30:00+00:00,25.84
2910,2013-01-02 15:00:00+00:00,4.27
2910,2013-01-02 15:30:00+00:00,0.0
2910,2013-01-02 16:00:00+00:00,0.0
2910,2013-01-02 16:30:00+00:00,0.0
2910,2013-01-02 17:00:00+00:00,0.0
2910,2013-01-02 17:30:00+00:00,0.0
2910,2013-01-02 18:00:00+00:00,0.0
2910,2013-01-02 18:30:00+00:00,0.0
2910,2013-01-02 19:00:00+00:00,0.0
2910,2013-01-02 19:30:00+00:00,0.0
2910,2013-01-02 20:00:00+00:00,0.0
2910,2013-01-02 20:30:00+00:00,0.0
2910,2013-01-02 21:00:00+00:00,0.0
2910,2013-01-02 21:30:00+00:00,0.0
2910,2013-01-02 22:00:00+00:00,0.0
2910,2013-01-02 22:30:00+00:00,0.0
2910,2013-01-02 23:00:00+00:00,0.0
2910,2013-01-02 23:30:00+00:00,0.0
2910,2013-01-03 00:00:00+00:00,0.0
2910,2013-01-03 00:30:00+00:00,0.0
2910,2013-01-03 01:00:00+00:00,0.0
2910,2013-01-03 01:30:00+00:00,0.0
2910,2013-01-03 02:00:00+00:00,0.0
2910,2013-01-03 02:30:00+00:00,0.0
2910,2013-01-03 03:00:00+00:00,0.0
2910,2013-01-03 03:30:00+00:00,0.0
2910,2013-01-03 04:00:00+00:00,0.0
2910,2013-01-03 04:30:00+00:00,0.0
2910,2013-01-03 05:00:00+00:00,0.0
2910,2013-01-03 05:30:00+00:00,0.0
2910,2013-01-03 06:00:00+00:00,0.0
2910,2013-01-03 06:30:00+00:00,0.0
2910,2013-01-03 07:00:00+00:00,0.0
2910,2013-01-03 07:30:00+00:00,0.0
2910,2013-01-03 08:00:00+00:00,0.01
2910,2013-01-03 08:30:00+00:00,0.81
2910,2013-01-03 09:00:00+00:00,29.94
2910,2013-01-03 09:30:00+00:00,26.82
2910,2013-01-03 10:00:00+00:00,77.13
2910,2013-01-03 10:30:00+00:00,114.13
2910,2013-01-03 11:00:00+00:00,142.24
2910,2013-01-03 11:30:00+00:00,188.52
2910,2013-01-03 12:00:00+00:00,199.5
2910,2013-01-03 12:30:00+00:00,222.18
2910,2013-01-03 13:00:00+00:00,257.8
2910,2013-01-03 13:30:00+00:00,168.79
2910,2013-01-03 14:00:00+00:00,195.12
2910,2013-01-03 14:30:00+00:00,111.47
2910,2013-01-03 15:00:00+00:00,63.06
2910,2013-01-03 15:30:00+00:00,25.4
2910,2013-01-03 16:00:00+00:00,3.37
2910,2013-01-03 16:30:00+00:00,0.0
2910,2013-01-03 17:00:00+00:00,0.0
2910,2013-01-03 17:30:00+00:00,0.0
2910,2013-01-03 18:00:00+00:00,0.0
2910,2013-01-03 18:30:00+00:00,0.0
2910,2013-01-03 19:00:00+00:00,0.0
2910,2013-01-03 19:30:00+00:00,0.0
2910,2013-01-03 20:00:00+00:00,0.0
2910,2013-01-03 20:30:00+00:00,0.0
2910,2013-01-03 21:00:00+00:00,0.0
2910,2013-01-03 21:30:00+00:00,0.0
2910,2013-01-03 22:00:00+00:00,0.0
2910,2013-01-03 22:30:00+00:00,0.0
2910,2013-01-03 23:00:00+00:00,0.0
2910,2013-01-03 23:30:00+00:00,0.0
2910,2013-01-04 00:00:00+00:00,0.0
2910,2013-01-04 00:30:00+00:00,0.0
2910,2013-01-04 01:00:00+00:00,0.0
2910,2013-01-04 01:30:00+00:00,0.0
2910,2013-01-04 02:00:00+00:00,0.0
2910,2013-01-04 02:30:00+00:00,0.0
2910,2013-01-04 03:00:00+00:00,0.0
2910,2013-01-04 03:30:00+00:00,0.0
2910,2013-01-04 04:00:00+00:00,0.0
2910,2013-01-04 04:30:00+00:00,0.0
2910,2013-01-04 05:00:00+00:00,0.0
2910,2013-01-04 05:30:00+00:00,0.0
2910,2013-01-04 06:00:00+00:00,0.0
2910,2013-01-04 06:30:00+00:00,0.0
2910,2013-01-04 07:00:00+00:00,0.0
2910,2013-01-04 07:30:00+00:00,0.0
2910,2013-01-04 08:00:00+00:00,0.0
2910,2013-01-04 08:30:00+00:00,0.04
2910,2013-01-04 09:00:00+00:00,1.93
2910,2013-01-04 09:30:00+00:00,14.33
2910,2013-01-04 10:00:00+00:00,48.03
2910,2013-01-04 10:30:00+00:00,65.56
2910,2013-01-04 11:00:00+00:00,57.67
2910,2013-01-04 11:30:00+00:00,79.19
2910,2013-01-04 12:00:00+00:00,132.23
2910,2013-01-04 12:30:00+00:00,410.05
2910,2013-01-04 13:00:00+00:00,245.48
2910,2013-01-04 13:30:00+00:00,159.1
2910,2013-01-04 14:00:00+00:00,136.5
2910,2013-01-04 14:30:00+00:00,77.26
2910,2013-01-04 15:00:00+00:00,55.6
2910,2013-01-04 15:30:00+00:00,17.08
2910,2013-01-04 16:00:00+00:00,0.0
2910,2013-01-04 16:30:00+00:00,0.0
2910,2013-01-04 17:00:00+00:00,0.0
2910,2013-01-04 17:30:00+00:00,0.0
2910,2013-01-04 18:00:00+00:00,0.0
2910,2013-01-04 18:30:00+00:00,0.0
2910,2013-01-04 19:00:00+00:00,0.0
2910,2013-01-04 19:30:00+00:00,0.0
2910,2013-01-04 20:00:00+00:00,0.0
2910,2013-01-04 20:30:00+00:00,0.0
2910,2013-01-04 21:00:00+00:00,0.0
2910,2013-01-04 21:30:00+00:00,0.0
2910,2013-01-04 22:00:00+00:00,0.0
2910,2013-01-04 22:30:00+00:00,0.0
2910,2013-01-04 23:00:00+00:00,0.0
2910,2013-01-04 23:30:00+00:00,0.0
2910,2013-01-05 00:00:00+00:00,0.0
2910,2013-01-05 00:30:00+00:00,0.0
2910,2013-01-05 01:00:00+00:00,0.0
2910,2013-01-05 01:30:00+00:00,0.0
2910,2013-01-05 02:00:00+00:00,0.0
2910,2013-01-05 02:30:00+00:00,0.0
2910,2013-01-05 03:00:00+00:00,0.0
2910,2013-01-05 03:30:00+00:00,0.0
2910,2013-01-05 04:00:00+00:00,0.0
2910,2013-01-05 04:30:00+00:00,0.0
2910,2013-01-05 05:00:00+00:00,0.0
2910,2013-01-05 05:30:00+00:00,0.0
2910,2013-01-05 06:00:00+00:00,0.0
2910,2013-01-05 06:30:00+00:00,0.0
2910,2013-01-05 07:00:00+00:00,0.0
2910,2013-01-05 07:30:00+00:00,0.0
2910,2013-01-05 08:00:00+00:00,0.0
2910,2013-01-05 08:30:00+00:00,0.03
2910,2013-01-05 09:00:00+00:00,0.0
2910,2013-01-05 09:30:00+00:00,3.85
2910,2013-01-05 10:00:00+00:00,21.05
2910,2013-01-05 10:30:00+00:00,37.65
2910,2013-01-05 11:00:00+00:00,33.56
2910,2013-01-05 11:30:00+00:00,55.14
2910,2013-01-05 12:00:00+00:00,116.2
2910,2013-01-05 12:30:00+00:00,76.97
2910,2013-01-05 13:00:00+00:00,92.49
2910,2013-01-05 13:30:00+00:00,96.29
2910,2013-01-05 14:00:00+00:00,69.94
2910,2013-01-05 14:30:00+00:00,45.24
2910,2013-01-05 15:00:00+00:00,47.08
2910,2013-01-05 15:30:00+00:00,23.81
2910,2013-01-05 16:00:00+00:00,0.56
2910,2013-01-05 16:30:00+00:00,0.0
2910,2013-01-05 17:00:00+00:00,0.0
2910,2013-01-05 17:30:00+00:00,0.0
2910,2013-01-05 18:00:00+00:00,0.0
2910,2013-01-05 18:30:00+00:00,0.0
2910,2013-01-05 19:00:00+00:00,0.0
2910,2013-01-05 19:30:00+00:00,0.0
2910,2013-01-05 20:00:00+00:00,0.0
2910,2013-01-05 20:30:00+00:00,0.0
2910,2013-01-05 21:00:00+00:00,0.0
2910,2013-01-05 21:30:00+00:00,0.0
2910,2013-01-05 22:00:00+00:00,0.0
2910,2013-01-05 22:30:00+00:00,0.0
2910,2013-01-05 23:00:00+00:00,0.0
2910,2013-01-05 23:30:00+00:00,0.0
2910,2013-01-06 00:00:00+00:00,0.0
2910,2013-01-06 00:30:00+00:00,0.0
2910,2013-01-06 01:00:00+00:00,0.0
2910,2013-01-06 01:30:00+00:00,0.0
2910,2013-01-06 02:00:00+00:00,0.0
2910,2013-01-06 02:30:00+00:00,0.0
2910,2013-01-06 03:00:00+00:00,0.0
2910,2013-01-06 03:30:00+00:00,0.0
2910,2013-01-06 04:00:00+00:00,0.0
2910,2013-01-06 04:30:00+00:00,0.0
2910,2013-01-06 05:00:00+00:00,0.0
2910,2013-01-06 05:30:00+00:00,0.0
2910,2013-01-06 06:00:00+00:00,0.0
2910,2013-01-06 06:30:00+00:00,0.0
2910,2013-01-06 07:00:00+00:00,0.0
2910,2013-01-06 07:30:00+00:00,0.0
2910,2013-01-06 08:00:00+00:00,0.0
2910,2013-01-06 08:30:00+00:00,0.04
2910,2013-01-06 09:00:00+00:00,14.38
2910,2013-01-06 09:30:00+00:00,44.06
2910,2013-01-06 10:00:00+00:00,37.27
2910,2013-01-06 10:30:00+00:00,43.89
2910,2013-01-06 11:00:00+00:00,49.66
2910,2013-01-06 11:30:00+00:00,63.92
2910,2013-01-06 12:00:00+00:00,75.89
2910,2013-01-06 12:30:00+00:00,70.03
2910,2013-01-06 13:00:00+00:00,51.47
2910,2013-01-06 13:30:00+00:00,47.27
2910,2013-01-06 14:00:00+00:00,50.72
2910,2013-01-06 14:30:00+00:00,56.9
2910,2013-01-06 15:00:00+00:00,44.01
2910,2013-01-06 15:30:00+00:00,1.11
2910,2013-01-06 16:00:00+00:00,0.0
2910,2013-01-06 16:30:00+00:00,0.0
2910,2013-01-06 17:00:00+00:00,0.0
2910,2013-01-06 17:30:00+00:00,0.0
2910,2013-01-06 18:00:00+00:00,0.0
2910,2013-01-06 18:30:00+00:00,0.0
2910,2013-01-06 19:00:00+00:00,0.0
2910,2013-01-06 19:30:00+00:00,0.0
2910,2013-01-06 20:00:00+00:00,0.0
2910,2013-01-06 20:30:00+00:00,0.0
2910,2013-01-06 21:00:00+00:00,0.0
2910,2013-01-06 21:30:00+00:00,0.0
2910,2013-01-06 22:00:00+00:00,0.0
2910,2013-01-06 22:30:00+00:00,0.0
2910,2013-01-06 23:00:00+00:00,0.0
2910,2013-01-06 23:30:00+00:00,0.0
2910,2013-01-07 00:00:00+00:00,0.0
2910,2013-01-07 00:30:00+00:00,0.0
2910,2013-01-07 01:00:00+00:00,0.0
2910,2013-01-07 01:30:00+00:00,0.0
2910,2013-01-07 02:00:00+00:00,0.0
2910,2013-01-07 02:30:00+00:00,0.0
2910,2013-01-07 03:00:00+00:00,0.0
2910,2013-01-07 03:30:00+00:00,0.0
2910,2013-01-07 04:00:00+00:00,0.0
2910,2013-01-07 04:30:00+00:00,0.0
2910,2013-01-07 05:00:00+00:00,0.0
2910,2013-01-07 05:30:00+00:00,0.0
2910,2013-01-07 06:00:00+00:00,0.0
2910,2013-01-07 06:30:00+00:00,0.0
2910,2013-01-07 07:00:00+00:00,0.0
2910,2013-01-07 07:30:00+00:00,0.0
2910,2013-01-07 08:00:00+00:00,0.0
2910,2013-01-07 08:30:00+00:00,0.0
2910,2013-01-07 09:00:00+00:00,0.21
2910,2013-01-07 09:30:00+00:00,6.94
2910,2013-01-07 10:00:00+00:00,24.46
2910,2013-01-07 10:30:00+00:00,29.11
2910,2013-01-07 11:00:00+00:00,32.98
2910,2013-01-07 11:30:00+00:00,28.78
2910,2013-01-07 12:00:00+00:00,38.39
2910,2013-01-07 12:30:00+00:00,80.94
2910,2013-01-07 13:00:00+00:00,110.46
2910,2013-01-07 13:30:00+00:00,59.08
2910,2013-01-07 14:00:00+00:00,49.23
2910,2013-01-07 14:30:00+00:00,35.42
2910,2013-01-07 15:00:00+00:00,14.45
2910,2013-01-07 15:30:00+00:00,9.05
2910,2013-01-07 16:00:00+00:00,0.18
2910,2013-01-07 16:30:00+00:00,0.0
2910,2013-01-07 17:00:00+00:00,0.0
2910,2013-01-07 17:30:00+00:00,0.0
2910,2013-01-07 18:00:00+00:00,0.0
2910,2013-01-07 18:30:00+00:00,0.0
2910,2013-01-07 19:00:00+00:00,0.0
2910,2013-01-07 19:30:00+00:00,0.0
2910,2013-01-07 20:00:00+00:00,0.0
2910,2013-01-07 20:30:00+00:00,0.0
2910,2013-01-07 21:00:00+00:00,0.0
2910,2013-01-07 21:30:00+00:00,0.0
2910,2013-01-07 22:00:00+00:00,0.0
2910,2013-01-07 22:30:00+00:00,0.0
2910,2013-01-07 23:00:00+00:00,0.0
2910,2013-01-07 23:30:00+00:00,0.0
2910,2013-01-08 00:00:00+00:00,0.0
2910,2013-01-08 00:30:00+00:00,0.0
2910,2013-01-08 01:00:00+00:00,0.0
2910,2013-01-08 01:30:00+00:00,0.0
2910,2013-01-08 02:00:00+00:00,0.0
2910,2013-01-08 02:30:00+00:00,0.0
2910,2013-01-08 03:00:00+00:00,0.0
2910,2013-01-08 03:30:00+00:00,0.0
2910,2013-01-08 04:00:00+00:00,0.0
2910,2013-01-08 04:30:00+00:00,0.0
2910,2013-01-08 05:00:00+00:00,0.0
2910,2013-01-08 05:30:00+00:00,0.0
2910,2013-01-08 06:00:00+00:00,0.0
2910,2013-01-08 06:30:00+00:00,0.0
2910,2013-01-08 07:00:00+00:00,0.0
2910,2013-01-08 07:30:00+00:00,0.0
2910,2013-01-08 08:00:00+00:00,0.01
2910,2013-01-08 08:30:00+00:00,11.92
2910,2013-01-08 09:00:00+00:00,78.1
2910,2013-01-08 09:30:00+00:00,207.87
2910,2013-01-08 10:00:00+00:00,290.04
2910,2013-01-08 10:30:00+00:00,101.27
2910,2013-01-08 11:00:00+00:00,211.26
2910,2013-01-08 11:30:00+00:00,134.84
2910,2013-01-08 12:00:00+00:00,454.28
2910,2013-01-08 12:30:00+00:00,513.3
2910,2013-01-08 13:00:00+00:00,551.9
2910,2013-01-08 13:30:00+00:00,612.65
2910,2013-01-08 14:00:00+00:00,179.25
2910,2013-01-08 14:30:00+00:00,98.63
2910,2013-01-08 15:00:00+00:00,28.27
2910,2013-01-08 15:30:00+00:00,18.13
2910,2013-01-08 16:00:00+00:00,0.47
2910,2013-01-08 16:30:00+00:00,0.0
2910,2013-01-08 17:00:00+00:00,0.0
2910,2013-01-08 17:30:00+00:00,0.0
2910,2013-01-08 18:00:00+00:00,0.0
2910,2013-01-08 18:30:00+00:00,0.0
2910,2013-01-08 19:00:00+00:00,0.0
2910,2013-01-08 19:30:00+00:00,0.0
2910,2013-01-08 20:00:00+00:00,0.0
2910,2013-01-08 20:30:00+00:00,0.0
2910,2013-01-08 21:00:00+00:00,0.0
2910,2013-01-08 21:30:00+00:00,0.0
2910,2013-01-08 22:00:00+00:00,0.0
2910,2013-01-08 22:30:00+00:00,0.0
2910,2013-01-08 23:00:00+00:00,0.0
2910,2013-01-08 23:30:00+00:00,0.0
2910,2013-01-09 00:00:00+00:00,0.0
2910,2013-01-09 00:30:00+00:00,0.0
2910,2013-01-09 01:00:00+00:00,0.0
2910,2013-01-09 01:30:00+00:00,0.0
2910,2013-01-09 02:00:00+00:00,0.0
2910,2013-01-09 02:30:00+00:00,0.0
2910,2013-01-09 03:00:00+00:00,0.0
2910,2013-01-09 03:30:00+00:00,0.0
2910,2013-01-09 04:00:00+00:00,0.0
2910,2013-01-09 04:30:00+00:00,0.0
2910,2013-01-09 05:00:00+00:00,0.0
2910,2013-01-09 05:30:00+00:00,0.0
2910,2013-01-09 06:00:00+00:00,0.0
2910,2013-01-09 06:30:00+00:00,0.0
2910,2013-01-09 07:00:00+00:00,0.0
2910,2013-01-09 07:30:00+00:00,0.0
2910,2013-01-09 08:00:00+00:00,0.0
2910,2013-01-09 08:30:00+00:00,0.0
2910,2013-01-09 09:00:00+00:00,0.01
2910,2013-01-09 09:30:00+00:00,0.05
2910,2013-01-09 10:00:00+00:00,5.26
2910,2013-01-09 10:30:00+00:00,53.69
2910,2013-01-09 11:00:00+00:00,70.75
2910,2013-01-09 11:30:00+00:00,71.94
2910,2013-01-09 12:00:00+00:00,78.55
2910,2013-01-09 12:30:00+00:00,304.41
2910,2013-01-09 13:00:00+00:00,577.05
2910,2013-01-09 13:30:00+00:00,468.0
2910,2013-01-09 14:00:00+00:00,752.1
