LCLid,stdorToU,DateTime,consumption_Wh
MAC000034,Std,2013-01-03 04:00:00,1433.0
MAC000034,Std,2013-01-03 04:30:00,1123.0
MAC000034,Std,2013-01-03 05:00:00,996.0
MAC000034,Std,2013-01-03 05:30:00,693.0
MAC000034,Std,2013-01-03 06:00:00,749.0
MAC000034,Std,2013-01-03 06:30:00,931.0
MAC000034,Std,2013-01-03 07:00:00,52.0
MAC000034,Std,2013-01-03 07:30:00,119.0
MAC000034,Std,2013-01-03 08:00:00,92.0
MAC000034,Std,2013-01-03 08:30:00,77.0
MAC000034,Std,2013-01-03 09:00:00,41.0
MAC000034,Std,2013-01-03 09:30:00,155.0
MAC000034,Std,2013-01-03 10:00:00,216.0
MAC000034,Std,2013-01-03 10:30:00,197.0
MAC000034,Std,2013-01-03 11:00:00,91.0
MAC000034,Std,2013-01-03 11:30:00,43.0
MAC000034,Std,2013-01-03 12:00:00,110.0
MAC000034,Std,2013-01-03 12:30:00,110.0
MAC000034,Std,2013-01-03 13:00:00,35.0
MAC000034,Std,2013-01-03 13:30:00,58.0
MAC000034,Std,2013-01-03 14:00:00,42.0
MAC000034,Std,2013-01-03 14:30:00,43.0
MAC000034,Std,2013-01-03 15:00:00,56.0
MAC000034,Std,2013-01-03 15:30:00,33.0
MAC000034,Std,2013-01-03 16:00:00,65.0
MAC000034,Std,2013-01-03 16:30:00,111.0
MAC000034,Std,2013-01-03 17:00:00,85.0
MAC000034,Std,2013-01-03 17:30:00,81.0
MAC000034,Std,2013-01-03 18:00:00,74.0
MAC000034,Std,2013-01-03 18:30:00,82.0
MAC000034,Std,2013-01-03 19:00:00,89.0
MAC000034,Std,2013-01-03 19:30:00,70.0
MAC000034,Std,2013-01-03 20:00:00,92.0
MAC000034,Std,2013-01-03 20:30:00,125.0
MAC000034,Std,2013-01-03 21:00:00,266.0
MAC000034,Std,2013-01-03 21:30:00,297.0
MAC000034,Std,2013-01-03 22:00:00,265.0
MAC000034,Std,2013-01-03 22:30:00,239.0
MAC000034,Std,2013-01-03 23:00:00,193.0
MAC000034,Std,2013-01-03 23:30:00,209.0
MAC000034,Std,2013-01-04 00:00:00,3507.0
MAC000034,Std,2013-01-04 00:30:00,3418.9999000000003
MAC000034,Std,2013-01-04 01:00:00,3050.0
MAC000034,Std,2013-01-04 01:30:00,3158.9999
MAC000034,Std,2013-01-04 02:00:00,2696.0001
MAC000034,Std,2013-01-04 02:30:00,2543.0
MAC000034,Std,2013-01-04 03:00:00,1414.0
MAC000034,Std,2013-01-04 03:30:00,1119.0
MAC000034,Std,2013-01-04 04:00:00,1121.0001
MAC000034,Std,2013-01-04 04:30:00,1059.0
MAC000034,Std,2013-01-04 05:00:00,1193.0
MAC000034,Std,2013-01-04 05:30:00,506.0
MAC000034,Std,2013-01-04 06:00:00,1031.0
MAC000034,Std,2013-01-04 06:30:00,664.0
MAC000034,Std,2013-01-04 07:00:00,39.0
MAC000034,Std,2013-01-04 07:30:00,50.0
MAC000034,Std,2013-01-04 08:00:00,54.0
MAC000034,Std,2013-01-04 08:30:00,38.0
MAC000034,Std,2013-01-04 09:00:00,144.0
MAC000034,Std,2013-01-04 09:30:00,239.0
MAC000034,Std,2013-01-04 10:00:00,176.0
MAC000034,Std,2013-01-04 10:30:00,85.0
MAC000034,Std,2013-01-04 11:00:00,39.0
MAC000034,Std,2013-01-04 11:30:00,48.0
MAC000034,Std,2013-01-04 12:00:00,54.0
MAC000034,Std,2013-01-04 12:30:00,36.0
MAC000034,Std,2013-01-04 13:00:00,55.0
MAC000034,Std,2013-01-04 13:30:00,48.0
MAC000034,Std,2013-01-04 14:00:00,77.0
MAC000034,Std,2013-01-04 14:30:00,119.0
MAC000034,Std,2013-01-04 15:00:00,68.0
MAC000034,Std,2013-01-04 15:30:00,118.0
MAC000034,Std,2013-01-04 16:00:00,108.0
MAC000034,Std,2013-01-04 16:30:00,96.0
MAC000034,Std,2013-01-04 17:00:00,116.0
MAC000034,Std,2013-01-04 17:30:00,226.0
MAC000034,Std,2013-01-04 18:00:00,323.0
MAC000034,Std,2013-01-04 18:30:00,244.0
MAC000034,Std,2013-01-04 19:00:00,263.0
MAC000034,Std,2013-01-04 19:30:00,183.0
MAC000034,Std,2013-01-04 20:00:00,214.0
MAC000034,Std,2013-01-04 20:30:00,196.0
MAC000034,Std,2013-01-04 21:00:00,253.0
MAC000034,Std,2013-01-04 21:30:00,168.0
MAC000034,Std,2013-01-04 22:00:00,178.0
MAC000034,Std,2013-01-04 22:30:00,346.0
MAC000034,Std,2013-01-04 23:00:00,264.0
MAC000034,Std,2013-01-04 23:30:00,211.0
MAC000034,Std,2013-01-05 00:00:00,3515.0001
MAC000034,Std,2013-01-05 00:30:00,3039.0
MAC000034,Std,2013-01-05 01:00:00,3132.0
MAC000034,Std,2013-01-05 01:30:00,2898.9999000000003
MAC000034,Std,2013-01-05 02:00:00,2905.9999
MAC000034,Std,2013-01-05 02:30:00,2635.0
MAC000034,Std,2013-01-05 03:00:00,1571.0
MAC000034,Std,2013-01-05 03:30:00,1313.0
MAC000034,Std,2013-01-05 04:00:00,840.0
MAC000034,Std,2013-01-05 04:30:00,1128.0
MAC000034,Std,2013-01-05 05:00:00,929.0
MAC000034,Std,2013-01-05 05:30:00,829.0
MAC000034,Std,2013-01-05 06:00:00,1023.0
MAC000034,Std,2013-01-05 06:30:00,1063.0
MAC000034,Std,2013-01-05 07:00:00,102.0
MAC000034,Std,2013-01-05 07:30:00,93.0
MAC000034,Std,2013-01-05 08:00:00,33.0
MAC000034,Std,2013-01-05 08:30:00,68.0
MAC000034,Std,2013-01-05 09:00:00,178.0
MAC000034,Std,2013-01-05 09:30:00,126.0
MAC000034,Std,2013-01-05 10:00:00,247.0
MAC000034,Std,2013-01-05 10:30:00,124.0
MAC000034,Std,2013-01-05 11:00:00,271.0
MAC000034,Std,2013-01-05 11:30:00,150.0
MAC000034,Std,2013-01-05 12:00:00,68.0
MAC000034,Std,2013-01-05 12:30:00,51.0
MAC000034,Std,2013-01-05 13:00:00,36.0
MAC000034,Std,2013-01-05 13:30:00,60.0
MAC000034,Std,2013-01-05 14:00:00,44.0
MAC000034,Std,2013-01-05 14:30:00,41.0
MAC000034,Std,2013-01-05 15:00:00,58.0
MAC000034,Std,2013-01-05 15:30:00,96.0
MAC000034,Std,2013-01-05 16:00:00,104.0
MAC000034,Std,2013-01-05 16:30:00,56.0
MAC000034,Std,2013-01-05 17:00:00,40.0
MAC000034,Std,2013-01-05 17:30:00,60.0
MAC000034,Std,2013-01-05 18:00:00,82.0
MAC000034,Std,2013-01-05 18:30:00,69.0
MAC000034,Std,2013-01-05 19:00:00,92.0
MAC000034,Std,2013-01-05 19:30:00,81.0
MAC000034,Std,2013-01-05 20:00:00,135.0
MAC000034,Std,2013-01-05 20:30:00,145.0
MAC000034,Std,2013-01-05 21:00:00,80.0
MAC000034,Std,2013-01-05 21:30:00,92.0
MAC000034,Std,2013-01-05 22:00:00,235.0
MAC000034,Std,2013-01-05 22:30:00,143.0
MAC000034,Std,2013-01-05 23:00:00,186.0
MAC000034,Std,2013-01-05 23:30:00,208.0
MAC000034,Std,2013-01-06 00:00:00,2905.0
MAC000034,Std,2013-01-06 00:30:00,3025.0001
MAC000034,Std,2013-01-06 01:00:00,3130.0001
MAC000034,Std,2013-01-06 01:30:00,2948.9999
MAC000034,Std,2013-01-06 02:00:00,2857.0001
MAC000034,Std,2013-01-06 02:30:00,2562.0
MAC000034,Std,2013-01-06 03:00:00,1515.0
MAC000034,Std,2013-01-06 03:30:00,837.0
MAC000034,Std,2013-01-06 04:00:00,1316.0
MAC000034,Std,2013-01-06 04:30:00,1251.0
MAC000034,Std,2013-01-06 05:00:00,1223.0
MAC000034,Std,2013-01-06 05:30:00,981.0
MAC000034,Std,2013-01-06 06:00:00,856.0
MAC000034,Std,2013-01-06 06:30:00,823.0
MAC000034,Std,2013-01-06 07:00:00,53.0
MAC000034,Std,2013-01-06 07:30:00,44.0
MAC000034,Std,2013-01-06 08:00:00,37.0
MAC000034,Std,2013-01-06 08:30:00,93.0
MAC000034,Std,2013-01-06 09:00:00,135.0
MAC000034,Std,2013-01-06 09:30:00,207.0
MAC000034,Std,2013-01-06 10:00:00,129.0
MAC000034,Std,2013-01-06 10:30:00,72.0
MAC000034,Std,2013-01-06 11:00:00,69.0
MAC000034,Std,2013-01-06 11:30:00,103.0
MAC000034,Std,2013-01-06 12:00:00,187.0
MAC000034,Std,2013-01-06 12:30:00,109.0
MAC000034,Std,2013-01-06 13:00:00,47.0
MAC000034,Std,2013-01-06 13:30:00,110.0
MAC000034,Std,2013-01-06 14:00:00,148.0
MAC000034,Std,2013-01-06 14:30:00,177.0
MAC000034,Std,2013-01-06 15:00:00,173.0
MAC000034,Std,2013-01-06 15:30:00,117.0
MAC000034,Std,2013-01-06 16:00:00,81.0
MAC000034,Std,2013-01-06 16:30:00,49.0
MAC000034,Std,2013-01-06 17:00:00,174.0
MAC000034,Std,2013-01-06 17:30:00,310.0
MAC000034,Std,2013-01-06 18:00:00,221.0
MAC000034,Std,2013-01-06 18:30:00,224.0
MAC000034,Std,2013-01-06 19:00:00,205.0
MAC000034,Std,2013-01-06 19:30:00,189.0
MAC000034,Std,2013-01-06 20:00:00,167.0
MAC000034,Std,2013-01-06 20:30:00,161.0
MAC000034,Std,2013-01-06 21:00:00,207.0
MAC000034,Std,2013-01-06 21:30:00,276.0
MAC000034,Std,2013-01-06 22:00:00,307.0
MAC000034,Std,2013-01-06 22:30:00,226.0
MAC000034,Std,2013-01-06 23:00:00,219.0
MAC000034,Std,2013-01-06 23:30:00,247.0
MAC000034,Std,2013-01-07 00:00:00,3517.0
MAC000034,Std,2013-01-07 00:30:00,3007.0
MAC000034,Std,2013-01-07 01:00:00,2993.0
MAC000034,Std,2013-01-07 01:30:00,3028.0001
MAC000034,Std,2013-01-07 02:00:00,2615.0
MAC000034,Std,2013-01-07 02:30:00,2608.0
MAC000034,Std,2013-01-07 03:00:00,1844.0
MAC000034,Std,2013-01-07 03:30:00,643.0
MAC000034,Std,2013-01-07 04:00:00,1378.9999
MAC000034,Std,2013-01-07 04:30:00,644.0
MAC000034,Std,2013-01-07 05:00:00,981.0
MAC000034,Std,2013-01-07 05:30:00,848.0
MAC000034,Std,2013-01-07 06:00:00,808.0
MAC000034,Std,2013-01-07 06:30:00,946.0
MAC000034,Std,2013-01-07 07:00:00,40.0
MAC000034,Std,2013-01-07 07:30:00,59.0
MAC000034,Std,2013-01-07 08:00:00,49.0
MAC000034,Std,2013-01-07 08:30:00,91.0
MAC000034,Std,2013-01-07 09:00:00,110.0
MAC000034,Std,2013-01-07 09:30:00,49.0
MAC000034,Std,2013-01-07 10:00:00,36.0
MAC000034,Std,2013-01-07 10:30:00,59.0
MAC000034,Std,2013-01-07 11:00:00,100.0
MAC000034,Std,2013-01-07 11:30:00,115.0
MAC000034,Std,2013-01-07 12:00:00,123.0
MAC000034,Std,2013-01-07 12:30:00,211.0
MAC000034,Std,2013-01-07 13:00:00,145.0
MAC000034,Std,2013-01-07 13:30:00,229.0
MAC000034,Std,2013-01-07 14:00:00,179.0
MAC000034,Std,2013-01-07 14:30:00,178.0
MAC000034,Std,2013-01-07 15:00:00,182.0
MAC000034,Std,2013-01-07 15:30:00,164.0
MAC000034,Std,2013-01-07 16:00:00,104.0
MAC000034,Std,2013-01-07 16:30:00,1549.0
MAC000034,Std,2013-01-07 17:00:00,101.0
MAC000034,Std,2013-01-07 17:30:00,84.0
MAC000034,Std,2013-01-07 18:00:00,326.0
MAC000034,Std,2013-01-07 18:30:00,169.0
MAC000034,Std,2013-01-07 19:00:00,227.0
MAC000034,Std,2013-01-07 19:30:00,178.0
MAC000034,Std,2013-01-07 20:00:00,178.0
MAC000034,Std,2013-01-07 20:30:00,178.0
MAC000034,Std,2013-01-07 21:00:00,215.0
MAC000034,Std,2013-01-07 21:30:00,228.0
MAC000034,Std,2013-01-07 22:00:00,240.0
MAC000034,Std,2013-01-07 22:30:00,197.0
MAC000034,Std,2013-01-07 23:00:00,176.0
MAC000034,Std,2013-01-07 23:30:00,156.0
MAC000034,Std,2013-01-08 00:00:00,3448.9999
MAC000034,Std,2013-01-08 00:30:00,2974.0
MAC000034,Std,2013-01-08 01:00:00,3336.0
MAC000034,Std,2013-01-08 01:30:00,2732.0001
MAC000034,Std,2013-01-08 02:00:00,2966.0001
MAC000034,Std,2013-01-08 02:30:00,2438.9999000000003
MAC000034,Std,2013-01-08 03:00:00,1802.0
MAC000034,Std,2013-01-08 03:30:00,765.0
MAC000034,Std,2013-01-08 04:00:00,1285.0
MAC000034,Std,2013-01-08 04:30:00,775.0
MAC000034,Std,2013-01-08 05:00:00,1052.0
MAC000034,Std,2013-01-08 05:30:00,1112.0
MAC000034,Std,2013-01-08 06:00:00,1516.0
MAC000034,Std,2013-01-08 06:30:00,613.0
MAC000034,Std,2013-01-08 07:00:00,76.0
MAC000034,Std,2013-01-08 07:30:00,67.0
MAC000034,Std,2013-01-08 08:00:00,45.0
MAC000034,Std,2013-01-08 08:30:00,56.0
MAC000034,Std,2013-01-08 09:00:00,58.0
MAC000034,Std,2013-01-08 09:30:00,88.0
MAC000034,Std,2013-01-08 10:00:00,244.0
MAC000034,Std,2013-01-08 10:30:00,261.0
MAC000034,Std,2013-01-08 11:00:00,140.0
MAC000034,Std,2013-01-08 11:30:00,53.0
MAC000034,Std,2013-01-08 12:00:00,44.0
MAC000034,Std,2013-01-08 12:30:00,56.0
MAC000034,Std,2013-01-08 13:00:00,36.0
MAC000034,Std,2013-01-08 13:30:00,64.0
MAC000034,Std,2013-01-08 14:00:00,36.0
MAC000034,Std,2013-01-08 14:30:00,76.0
MAC000034,Std,2013-01-08 15:00:00,109.0
MAC000034,Std,2013-01-08 15:30:00,82.0
MAC000034,Std,2013-01-08 16:00:00,86.0
MAC000034,Std,2013-01-08 16:30:00,92.0
MAC000034,Std,2013-01-08 17:00:00,123.0
MAC000034,Std,2013-01-08 17:30:00,125.0
MAC000034,Std,2013-01-08 18:00:00,318.0
MAC000034,Std,2013-01-08 18:30:00,184.0
MAC000034,Std,2013-01-08 19:00:00,215.0
MAC000034,Std,2013-01-08 19:30:00,241.0
MAC000034,Std,2013-01-08 20:00:00,283.0
MAC000034,Std,2013-01-08 20:30:00,308.0
MAC000034,Std,2013-01-08 21:00:00,268.0
MAC000034,Std,2013-01-08 21:30:00,236.0
MAC000034,Std,2013-01-08 22:00:00,235.0
MAC000034,Std,2013-01-08 22:30:00,207.0
MAC000034,Std,2013-01-08 23:00:00,266.0
MAC000034,Std,2013-01-08 23:30:00,232.0
MAC000034,Std,2013-01-09 00:00:00,2948.0
MAC000034,Std,2013-01-09 00:30:00,3015.0001
MAC000034,Std,2013-01-09 01:00:00,3092.9999000000003
MAC000034,Std,2013-01-09 01:30:00,3066.9999
MAC000034,Std,2013-01-09 02:00:00,2826.9999000000003
MAC000034,Std,2013-01-09 02:30:00,2293.9999000000003
MAC000034,Std,2013-01-09 03:00:00,1533.0
MAC000034,Std,2013-01-09 03:30:00,1020.0
MAC000034,Std,2013-01-09 04:00:00,1076.0
MAC000034,Std,2013-01-09 04:30:00,1376.0
MAC000034,Std,2013-01-09 05:00:00,860.0
MAC000034,Std,2013-01-09 05:30:00,869.0
MAC000034,Std,2013-01-09 06:00:00,1360.9999
MAC000034,Std,2013-01-09 06:30:00,364.0
MAC000034,Std,2013-01-09 07:00:00,34.0
MAC000034,Std,2013-01-09 07:30:00,123.0
MAC000034,Std,2013-01-09 08:00:00,99.0
MAC000034,Std,2013-01-09 08:30:00,55.0
MAC000034,Std,2013-01-09 09:00:00,52.0
MAC000034,Std,2013-01-09 09:30:00,41.0
MAC000034,Std,2013-01-09 10:00:00,125.0
MAC000034,Std,2013-01-09 10:30:00,99.0
MAC000034,Std,2013-01-09 11:00:00,122.0
MAC000034,Std,2013-01-09 11:30:00,228.0
MAC000034,Std,2013-01-09 12:00:00,171.0
MAC000034,Std,2013-01-09 12:30:00,171.0
MAC000034,Std,2013-01-09 13:00:00,111.0
MAC000034,Std,2013-01-09 13:30:00,143.0
MAC000034,Std,2013-01-09 14:00:00,116.0
MAC000034,Std,2013-01-09 14:30:00,104.0
MAC000034,Std,2013-01-09 15:00:00,127.0
MAC000034,Std,2013-01-09 15:30:00,148.0
MAC000034,Std,2013-01-09 16:00:00,90.0
MAC000034,Std,2013-01-09 16:30:00,118.0
MAC000034,Std,2013-01-09 17:00:00,95.0
MAC000034,Std,2013-01-09 17:30:00,75.0
MAC000034,Std,2013-01-09 18:00:00,247.0
MAC000034,Std,2013-01-09 18:30:00,177.0
MAC000034,Std,2013-01-09 19:00:00,145.0
MAC000034,Std,2013-01-09 19:30:00,182.0
MAC000034,Std,2013-01-09 20:00:00,188.0
MAC000034,Std,2013-01-09 20:30:00,231.0
MAC000034,Std,2013-01-09 21:00:00,217.0
MAC000034,Std,2013-01-09 21:30:00,183.0
MAC000034,Std,2013-01-09 22:00:00,159.0
MAC000034,Std,2013-01-09 22:30:00,161.0
MAC000034,Std,2013-01-09 23:00:00,157.0
MAC000034,Std,2013-01-09 23:30:00,157.0
MAC000034,Std,2013-01-10 00:00:00,3448.9999
MAC000034,Std,2013-01-10 00:30:00,3010.0
MAC000034,Std,2013-01-10 01:00:00,3010.9999
MAC000034,Std,2013-01-10 01:30:00,3099.0
MAC000034,Std,2013-01-10 02:00:00,2844.0001
MAC000034,Std,2013-01-10 02:30:00,2530.9999
MAC000034,Std,2013-01-10 03:00:00,1850.0
MAC000034,Std,2013-01-10 03:30:00,1133.0
MAC000034,Std,2013-01-10 04:00:00,740.0
MAC000034,Std,2013-01-10 04:30:00,1449.0
MAC000034,Std,2013-01-10 05:00:00,1149.0
MAC000034,Std,2013-01-10 05:30:00,1156.0
MAC000034,Std,2013-01-10 06:00:00,1212.0
MAC000034,Std,2013-01-10 06:30:00,749.0
MAC000034,Std,2013-01-10 07:00:00,55.0
MAC000034,Std,2013-01-10 07:30:00,36.0
MAC000034,Std,2013-01-10 08:00:00,45.0
MAC000034,Std,2013-01-10 08:30:00,54.0
MAC000034,Std,2013-01-10 09:00:00,43.0
MAC000034,Std,2013-01-10 09:30:00,41.0
MAC000034,Std,2013-01-10 10:00:00,199.0
MAC000034,Std,2013-01-10 10:30:00,227.0
MAC000034,Std,2013-01-10 11:00:00,172.0
MAC000034,Std,2013-01-10 11:30:00,231.0
MAC000034,Std,2013-01-10 12:00:00,232.0
MAC000034,Std,2013-01-10 12:30:00,292.0
MAC000034,Std,2013-01-10 13:00:00,252.0
MAC000034,Std,2013-01-10 13:30:00,184.0
MAC000034,Std,2013-01-10 14:00:00,183.0
MAC000034,Std,2013-01-10 14:30:00,139.0
MAC000034,Std,2013-01-10 15:00:00,173.0
MAC000034,Std,2013-01-10 15:30:00,95.0
MAC000034,Std,2013-01-10 16:00:00,40.0
MAC000034,Std,2013-01-10 16:30:00,52.0
MAC000034,Std,2013-01-10 17:00:00,48.0
MAC000034,Std,2013-01-10 17:30:00,252.0
MAC000034,Std,2013-01-10 18:00:00,163.0
MAC000034,Std,2013-01-10 18:30:00,138.0
MAC000034,Std,2013-01-10 19:00:00,168.0
MAC000034,Std,2013-01-10 19:30:00,266.0
MAC000034,Std,2013-01-10 20:00:00,195.0
MAC000034,Std,2013-01-10 20:30:00,231.0
MAC000034,Std,2013-01-10 21:00:00,167.0
MAC000034,Std,2013-01-10 21:30:00,175.0
MAC000034,Std,2013-01-10 22:00:00,150.0
MAC000034,Std,2013-01-10 22:30:00,163.0
MAC000034,Std,2013-01-10 23:00:00,243.0
MAC000034,Std,2013-01-10 23:30:00,182.0
MAC000034,Std,2013-01-11 00:00:00,3605.0
MAC000034,Std,2013-01-11 00:30:00,3194.9999
MAC000034,Std,2013-01-11 01:00:00,3204.0
MAC000034,Std,2013-01-11 01:30:00,3023.9999000000003
MAC000034,Std,2013-01-11 02:00:00,2854.0001
MAC000034,Std,2013-01-11 02:30:00,2704.0
MAC000034,Std,2013-01-11 03:00:00,1928.0
MAC000034,Std,2013-01-11 03:30:00,1211.0
MAC000034,Std,2013-01-11 04:00:00,822.0
MAC000034,Std,2013-01-11 04:30:00,983.0
MAC000034,Std,2013-01-11 05:00:00,1315.0001
MAC000034,Std,2013-01-11 05:30:00,1042.0001000000002
MAC000034,Std,2013-01-11 06:00:00,856.0
MAC000034,Std,2013-01-11 06:30:00,861.0
MAC000034,Std,2013-01-11 07:00:00,36.0
MAC000034,Std,2013-01-11 07:30:00,52.0
MAC000034,Std,2013-01-11 08:00:00,52.0
MAC000034,Std,2013-01-11 08:30:00,36.0
MAC000034,Std,2013-01-11 09:00:00,92.0
MAC000034,Std,2013-01-11 09:30:00,134.0
MAC000034,Std,2013-01-11 10:00:00,130.0
MAC000034,Std,2013-01-11 10:30:00,121.0
MAC000034,Std,2013-01-11 11:00:00,229.0
MAC000034,Std,2013-01-11 11:30:00,110.0
MAC000034,Std,2013-01-11 12:00:00,121.0
MAC000034,Std,2013-01-11 12:30:00,106.0
MAC000034,Std,2013-01-11 13:00:00,107.0
MAC000034,Std,2013-01-11 13:30:00,125.0
MAC000034,Std,2013-01-11 14:00:00,238.0
MAC000034,Std,2013-01-11 14:30:00,161.0
MAC000034,Std,2013-01-11 15:00:00,115.0
MAC000034,Std,2013-01-11 15:30:00,43.0
MAC000034,Std,2013-01-11 16:00:00,41.0
MAC000034,Std,2013-01-11 16:30:00,58.0
MAC000034,Std,2013-01-11 17:00:00,162.0
MAC000034,Std,2013-01-11 17:30:00,344.0
MAC000034,Std,2013-01-11 18:00:00,207.0
MAC000034,Std,2013-01-11 18:30:00,245.0
MAC000034,Std,2013-01-11 19:00:00,277.0
MAC000034,Std,2013-01-11 19:30:00,250.0
MAC000034,Std,2013-01-11 20:00:00,217.0
MAC000034,Std,2013-01-11 20:30:00,207.0
MAC000034,Std,2013-01-11 21:00:00,228.0
MAC000034,Std,2013-01-11 21:30:00,203.0
MAC000034,Std,2013-01-11 22:00:00,224.0
MAC000034,Std,2013-01-11 22:30:00,204.0
MAC000034,Std,2013-01-11 23:00:00,280.0
MAC000034,Std,2013-01-11 23:30:00,225.0
